Company name:,Ripple Labs Singapore,,,,,,,,,,,,,,,,
Report name:,Invoice Detail Report with XRP,,,,,,,,,,,,,,,,
Created on:,6/15/2023,,,,,,,,,,,,,,,,
Location:,310_RSG--Ripple Labs Singapore,,,,,,,,,,,,,,,,
Date,Customer name,Customer_ID,Invoice number,Line number,Item_ID,Item description,Memo,Quantity,Transaction currency,Transaction price,Extended price-txn curr,Total transaction amount,Base currency,Price,Extended price-base curr,Total amount,Location_ID
6/12/2023,Sir Money Changer Pte. Ltd.,CUS000514,INV006036,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"3,751,688.09",SGD,0.72,"2,697,709.62","2,700,407.33",SGD,0.72,"2,697,709.62","2,700,407.33",310_RSG
6/12/2023,Steadfast Money Transfer Pte. Ltd.,CUS000404,INV006038,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"793,088.06",SGD,0.71,"560,000.00","560,392.00",SGD,0.71,"560,000.00","560,392.00",310_RSG
6/12/2023,Steadfast Money Transfer Pte. Ltd.,CUS000404,INV006038,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"560,000.00",SGD,0.00,392.00,"560,392.00",SGD,0.00,392.00,"560,392.00",310_RSG
6/12/2023,ISend Pte. Ltd.,CUS000362,INV006023,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"945,683.32",USD,0.53,"500,000.01","500,500.01",SGD,0.71,"672,250.01","672,922.26",310_RSG
6/12/2023,ISend Pte. Ltd.,CUS000362,INV006023,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"500,000.01",USD,0.00,500.00,"500,500.01",SGD,0.00,672.25,"672,922.26",310_RSG
6/12/2023,Lemonway SAS,CUS000536,INV006025,1,Wallet Send Transactions,Wallet Send Transactions-XRP,EUR amount of XRP,"12,881,490.32",EUR,0.49,"6,283,585.00","6,283,585.00",SGD,0.71,"9,082,293.76","9,082,293.76",310_RSG
6/12/2023,Lemonway SAS,CUS000536,INV006026,1,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"6,283,585.00",EUR,0.00,"6,283.59","6,283.59",SGD,0.00,"9,082.30","9,082.30",310_RSG
6/12/2023,Tranglo Pte. Ltd.,CUS000292,INV006043,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"22,005,843.24",SGD,0.71,"15,514,380.27","15,525,240.34",SGD,0.71,"15,514,380.27","15,525,240.34",310_RSG
6/12/2023,Tranglo Pte. Ltd.,CUS000292,INV006043,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"15,514,380.27",SGD,0.00,"10,860.07","15,525,240.34",SGD,0.00,"10,860.07","15,525,240.34",310_RSG
6/12/2023,Tranzfar LTD,CUS000556,INV006044,1,Wallet Send Transactions,Wallet Send Transactions-XRP,GBP amount of XRP,"400,496.56",GBP,0.43,"172,517.90","173,207.97",SGD,0.73,"291,831.28","292,998.60",310_RSG
6/12/2023,Tranzfar LTD,CUS000556,INV006044,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"172,517.90",GBP,0.00,690.07,"173,207.97",SGD,0.01,"1,167.32","292,998.60",310_RSG
6/12/2023,Xbaht AB,CUS000396,INV006047,1,Wallet Send Transactions,Wallet Send Transactions-XRP,EUR amount of XRP,"713,989.94",EUR,0.48,"346,174.74","346,841.03",SGD,0.70,"500,360.97","501,324.03",310_RSG
6/12/2023,Xbaht AB,CUS000396,INV006047,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"333,143.38",EUR,0.00,666.29,"346,841.03",SGD,0.00,963.06,"501,324.03",310_RSG
6/12/2023,TransferTo Mobile Financial Services Ltd,CUS000512,INV006041,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"17,200,783.19",USD,0.52,"9,000,100.00","9,004,600.05",SGD,0.70,"12,100,634.45","12,106,684.77",310_RSG
6/12/2023,TransferTo Mobile Financial Services Ltd,CUS000512,INV006041,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"9,000,100.00",USD,0.00,"4,500.05","9,004,600.05",SGD,0.00,"6,050.32","12,106,684.77",310_RSG
6/12/2023,ISend Pte. Ltd.,CUS000362,INV006024,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"3,696,781.27",USD,0.52,"1,925,727.12","1,927,652.85",SGD,0.70,"2,589,140.11","2,591,729.25",310_RSG
6/12/2023,ISend Pte. Ltd.,CUS000362,INV006024,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,925,727.12",USD,0.00,"1,925.73","1,927,652.85",SGD,0.00,"2,589.14","2,591,729.25",310_RSG
6/12/2023,Lenderwize Limited,CUS000541,INV006027,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"1,878,615.97",USD,0.53,"1,000,100.00","1,001,100.10",SGD,0.72,"1,344,634.45","1,345,979.08",310_RSG
6/12/2023,Lenderwize Limited,CUS000541,INV006027,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,000,100.00",USD,0.00,"1,000.10","1,001,100.10",SGD,0.00,"1,344.63","1,345,979.08",310_RSG
6/12/2023,Cobblestone Energy Limited,CUS000553,INV006048,1,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"2,137.45",USD,0.00,8.55,8.55,SGD,0.01,11.50,11.50,310_RSG
6/12/2023,Andean Wide Transfer SPA,CUS000476,INV006013,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"8,319,340.67",USD,0.52,"4,350,000.00","4,354,350.00",SGD,0.70,"5,848,575.00","5,854,423.58",310_RSG
6/12/2023,Andean Wide Transfer SPA,CUS000476,INV006013,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"4,350,000.00",USD,0.00,"4,350.00","4,354,350.00",SGD,0.00,"5,848.58","5,854,423.58",310_RSG
6/12/2023,Everest Network Ltd,CUS000504,INV006020,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,771.07,USD,0.52,404.79,405.19,SGD,0.71,544.24,544.78,310_RSG
6/12/2023,Everest Network Ltd,CUS000504,INV006020,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,404.79,USD,0.00,0.40,405.19,SGD,0.00,0.54,544.78,310_RSG
6/12/2023,Xbaht AB,CUS000396,INV006049,1,Wallet Send Transactions,Wallet Send Transactions-XRP,EUR amount of XRP,57.93,EUR,0.46,26.46,26.51,SGD,0.66,38.25,38.32,310_RSG
6/12/2023,Xbaht AB,CUS000396,INV006049,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,26.46,EUR,0.00,0.05,26.51,SGD,0.00,0.07,38.32,310_RSG
6/12/2023,Vita Solutions S.P.A,CUS000417,INV006045,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"748,264.96",USD,0.53,"400,000.00","402,000.00",SGD,0.72,"537,800.00","540,489.00",310_RSG
6/12/2023,Vita Solutions S.P.A,CUS000417,INV006045,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"400,000.00",USD,0.01,"2,000.00","402,000.00",SGD,0.01,"2,689.00","540,489.00",310_RSG
6/12/2023,Arcadi SpA,CUS000315,INV006014,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"98,563.40",USD,0.51,"50,000.00","50,250.00",SGD,0.68,"67,225.00","67,561.13",310_RSG
6/12/2023,Arcadi SpA,CUS000315,INV006014,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"50,000.00",USD,0.01,250.00,"50,250.00",SGD,0.01,336.13,"67,561.13",310_RSG
6/12/2023,BC Remittance Limited,CUS000323,INV006015,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,140,000.00",GBP,0.00,"3,420.00","1,143,420.00",SGD,0.01,"5,785.27","1,934,209.27",310_RSG
6/12/2023,BC Remittance Limited,CUS000323,INV006015,1,Wallet Send Transactions,Wallet Send Transactions-XRP,GBP amount of XRP,"2,700,229.35",GBP,0.42,"1,140,000.00","1,143,420.00",SGD,0.71,"1,928,424.00","1,934,209.27",310_RSG
6/12/2023,BKK Forex Pte Ltd,CUS000381,INV006016,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"1,735,717.01",SGD,0.70,"1,210,722.25","1,211,932.97",SGD,0.70,"1,210,722.25","1,211,932.97",310_RSG
6/12/2023,BKK Forex Pte Ltd,CUS000381,INV006016,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,210,722.25",SGD,0.00,"1,210.72","1,211,932.97",SGD,0.00,"1,210.72","1,211,932.97",310_RSG
6/12/2023,Lulu Financial Services (Phils) Inc.,CUS000507,CM000643,2,On Demand Liquidity,On Demand Liquidity-XRP,Credit for ODL Service Fee (3 payments got partially liquidated: 8d8b58ab-4540-46f6-99b6-a283307b419c 2057436a-5445-4d71-b72a-1e21ac0f7607 96f59931-d810-4649-9c21-1251a9dc34de),"39,028.40",USD,0.00,78.06,"-39,106.46",SGD,0.00,104.95,"-52,578.63",310_RSG
6/12/2023,Lulu Financial Services (Phils) Inc.,CUS000507,CM000643,1,Wallet Send Transactions,Wallet Send Transactions-XRP,Credit for USD amount of XRP (3 payments got partially liquidated: 8d8b58ab-4540-46f6-99b6-a283307b419c 2057436a-5445-4d71-b72a-1e21ac0f7607 96f59931-d810-4649-9c21-1251a9dc34de),"74,799.95",USD,0.52,"39,028.40","-39,106.46",SGD,0.70,"52,473.68","-52,578.63",310_RSG
6/12/2023,Tranglo Pte. Ltd.,CUS000292,INV006042,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"534,371.01",SGD,0.71,"380,000.00","380,570.00",SGD,0.71,"380,000.00","380,570.00",310_RSG
6/12/2023,Tranglo Pte. Ltd.,CUS000292,INV006042,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"380,000.00",SGD,0.00,570.00,"380,570.00",SGD,0.00,570.00,"380,570.00",310_RSG
6/12/2023,Cobblestone Energy Limited,CUS000553,INV006019,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"4,027.15",USD,0.53,"2,137.45","2,137.45",SGD,0.71,"2,873.80","2,873.80",310_RSG
6/12/2023,New Horizon Global Trading Pte Ltd,CUS000540,INV006029,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"1,229,226.44",USD,0.51,"628,352.38","642,520.43",SGD,0.69,"844,819.77","863,868.71",310_RSG
6/12/2023,New Horizon Global Trading Pte Ltd,CUS000540,INV006029,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"628,352.38",USD,0.00,"1,256.70","642,520.43",SGD,0.00,"1,689.63","863,868.71",310_RSG
6/12/2023,New Horizon Global Trading Pte Ltd,CUS000540,INV006029,3,Line of Credit,Line of Credit,Line of Credit Fee (12.5% of weekly USD amount of XRP withdrawals x 60 /365 days),1.00,USD,"12,911.35","12,911.35","642,520.43",SGD,"17,359.31","17,359.31","863,868.71",310_RSG
6/12/2023,Sentbe Pte. Ltd.,CUS000443,INV006035,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"4,713,376.09",SGD,0.00,"3,535.03","4,716,911.12",SGD,0.00,"3,535.03","4,716,911.12",310_RSG
6/12/2023,Sentbe Pte. Ltd.,CUS000443,INV006035,1,Wallet Send Transactions,Wallet Send Transactions-XRP,SGD amount of XRP,"6,685,238.95",SGD,0.71,"4,713,376.09","4,716,911.12",SGD,0.71,"4,713,376.09","4,716,911.12",310_RSG
6/12/2023,VRV Global Pte Ltd,CUS000548,INV006046,1,Wallet Send Transactions,Wallet Send Transactions-XRP,ODL Volume,"4,017,778.10",USD,0.54,"2,153,328.17","2,164,094.81",SGD,0.72,"2,895,149.72","2,909,625.47",310_RSG
6/12/2023,VRV Global Pte Ltd,CUS000548,INV006046,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"2,153,328.17",USD,0.01,"10,766.64","2,164,094.81",SGD,0.01,"14,475.75","2,909,625.47",310_RSG
6/12/2023,Lulu Financial Services (Phils) Inc.,CUS000507,INV006028,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"2,884,298.61",USD,0.53,"1,515,787.11","1,518,818.68",SGD,0.71,"2,037,975.77","2,042,051.72",310_RSG
6/12/2023,Lulu Financial Services (Phils) Inc.,CUS000507,INV006028,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,515,787.11",USD,0.00,"3,031.57","1,518,818.68",SGD,0.00,"4,075.95","2,042,051.72",310_RSG
6/12/2023,Nium Pte. Ltd.,CUS000130,INV006030,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"112,512,669.30",USD,0.52,"58,856,191.62","58,873,848.48",SGD,0.70,"79,132,149.63","79,155,889.28",310_RSG
6/12/2023,Nium Pte. Ltd.,CUS000130,INV006030,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"58,856,191.62",USD,0.00,"17,656.86","58,873,848.48",SGD,0.00,"23,739.65","79,155,889.28",310_RSG
6/12/2023,Omipay Global Pty Ltd,CUS000480,INV006032,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"12,880.22",USD,0.50,"6,486.87","6,491.41",SGD,0.68,"8,721.60","8,727.70",310_RSG
6/12/2023,Omipay Global Pty Ltd,CUS000480,INV006032,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"6,486.87",USD,0.00,4.54,"6,491.41",SGD,0.00,6.10,"8,727.70",310_RSG
6/12/2023,PAYINC GROUP LIMITED,CUS000405,INV006033,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"1,004,124.75",GBP,0.01,"5,020.62","1,009,145.37",SGD,0.01,"8,492.88","1,707,070.31",310_RSG
6/12/2023,PAYINC GROUP LIMITED,CUS000405,INV006033,1,Wallet Send Transactions,Wallet Send Transactions-XRP,GBP amount of XRP,"2,310,989.07",GBP,0.43,"1,004,124.75","1,009,145.37",SGD,0.74,"1,698,577.43","1,707,070.31",310_RSG
6/12/2023,Star Dreams General Trading LLC,CUS000537,INV006037,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"1,551,749.26",USD,0.53,"817,107.67","831,039.91",SGD,0.71,"1,098,601.26","1,117,333.16",310_RSG
6/12/2023,Star Dreams General Trading LLC,CUS000537,INV006037,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"817,107.67",USD,0.00,"1,225.66","831,039.91",SGD,0.00,"1,647.90","1,117,333.16",310_RSG
6/12/2023,Star Dreams General Trading LLC,CUS000537,INV006037,3,Line of Credit,Line of Credit,Line of Credit Fee (9.46% of weekly USD amount of XRP withdrawals x 60 /365 days),1.00,USD,"12,706.58","12,706.58","831,039.91",SGD,"17,084.00","17,084.00","1,117,333.16",310_RSG
6/12/2023,Sterling Frontier Alliance Pte. Ltd,CUS000551,INV006039,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"446,282.29",USD,0.51,"229,317.69","233,197.24",SGD,0.69,"308,317.63","313,533.68",310_RSG
6/12/2023,Sterling Frontier Alliance Pte. Ltd,CUS000551,INV006039,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"229,317.69",USD,0.01,"1,146.59","233,197.24",SGD,0.01,"1,541.59","313,533.68",310_RSG
6/12/2023,Sterling Frontier Alliance Pte. Ltd,CUS000551,INV006039,3,Line of Credit,Line of Credit,Line of Credit Fee (14.5% of weekly USD amount of XRP withdrawals x 30 /365 days),1.00,USD,"2,732.96","2,732.96","233,197.24",SGD,"3,674.46","3,674.46","313,533.68",310_RSG
6/12/2023,Sterling Frontier Alliance Pte. Ltd,CUS000551,INV006040,1,Wallet Send Transactions,Wallet Send Transactions-XRP,USD amount of XRP,"50,541.41",USD,0.51,"25,970.20","26,100.05",SGD,0.69,"34,916.93","35,091.51",310_RSG
6/12/2023,Sterling Frontier Alliance Pte. Ltd,CUS000551,INV006040,2,On Demand Liquidity,On Demand Liquidity-XRP,ODL Service Fee,"25,970.20",USD,0.01,129.85,"26,100.05",SGD,0.01,174.58,"35,091.51",310_RSG
